gRNA	gene	list	value
p58129171	AGAP2	list	69
m150784003	AGAP3	list	55
p150783818	AGAP3	list	47
p150783825	AGAP3	list	37
p150783857	AGAP3	list	143
p150783866	AGAP3	list	136
p150783903	AGAP3	list	138
p150783915	AGAP3	list	198
p150783972	AGAP3	list	188
p150784007	AGAP3	list	189
p150784015	AGAP3	list	72
m27275887	AGBL5	list	70
m27275950	AGBL5	list	143
m27275975	AGBL5	list	125
m27276001	AGBL5	list	155
m27276006	AGBL5	list	185
p27275820	AGBL5	list	156
p27275854	AGBL5	list	199
p27275870	AGBL5	list	145
p27275876	AGBL5	list	109
p27275898	AGBL5	list	149
m228337138	AGFG1	list	6
m228337178	AGFG1	list	117
m228337201	AGFG1	list	120
m228337208	AGFG1	list	151
m228337217	AGFG1	list	142
m228337248	AGFG1	list	30
m228337276	AGFG1	list	83
p228337142	AGFG1	list	98
p228337168	AGFG1	list	163
p228337221	AGFG1	list	79
m100327112	AGL	list	106
m100327128	AGL	list	105
m100327135	AGL	list	110
m100327186	AGL	list	39
m100327263	AGL	list	43
p100327060	AGL	list	124
p100327074	AGL	list	71
p100327114	AGL	list	47
p100327219	AGL	list	156
p100327246	AGL	list	170
m45379563	AGPAT3	list	178
m45379570	AGPAT3	list	116
m45379578	AGPAT3	list	112
m45379590	AGPAT3	list	30
m45379606	AGPAT3	list	69
p45379552	AGPAT3	list	85
p45379592	AGPAT3	list	94
p45379613	AGPAT3	list	54
p45379618	AGPAT3	list	189
p45379648	AGPAT3	list	51
m6566202	AGPAT5	list	91
m6566212	AGPAT5	list	150
m6566223	AGPAT5	list	36
m6566233	AGPAT5	list	35
m6566240	AGPAT5	list	117
m6566254	AGPAT5	list	180
m6566307	AGPAT5	list	82
p6566182	AGPAT5	list	121
p6566257	AGPAT5	list	80
p6566262	AGPAT5	list	33
m88296213	AGTPBP1	list	102
m88296222	AGTPBP1	list	158
m88307605	AGTPBP1	list	117
m88307687	AGTPBP1	list	124
m88307696	AGTPBP1	list	95
p88296203	AGTPBP1	list	161
p88307644	AGTPBP1	list	131
p88307675	AGTPBP1	list	167
p88307700	AGTPBP1	list	200
p88307705	AGTPBP1	list	114
m247067252	AHCTF1	list	16
m247068844	AHCTF1	list	3
m247068867	AHCTF1	list	164
m247068886	AHCTF1	list	12
m247068945	AHCTF1	list	141
m247070906	AHCTF1	list	56
m247070995	AHCTF1	list	75
m247094617	AHCTF1	list	117
p247076572	AHCTF1	list	25
p247079429	AHCTF1	list	96
m32883210	AHCY	list	95
m32883247	AHCY	list	106
m32883267	AHCY	list	69
m32883301	AHCY	list	81
m32883330	AHCY	list	23
p32883227	AHCY	list	42
p32883238	AHCY	list	57
p32883253	AHCY	list	48
p32883304	AHCY	list	65
p32883309	AHCY	list	121
m62303488	AHNAK	list	56
m62303507	AHNAK	list	24
m62303523	AHNAK	list	165
m62303528	AHNAK	list	144
m62303548	AHNAK	list	20
m62303560	AHNAK	list	181
p62303470	AHNAK	list	128
p62303477	AHNAK	list	72
p62303510	AHNAK	list	73
p62303551	AHNAK	list	86
m105423801	AHNAK2	list	112
m105423809	AHNAK2	list	137
m105423822	AHNAK2	list	93
m105423829	AHNAK2	list	60
m105423836	AHNAK2	list	35
m105444536	AHNAK2	list	82
m105444541	AHNAK2	list	119
m105444555	AHNAK2	list	198
p105423957	AHNAK2	list	181
p105423983	AHNAK2	list	18
m17338889	AHR	list	6
m17338907	AHR	list	1
m17338922	AHR	list	165
m17349569	AHR	list	168
m17349574	AHR	list	49
m17349599	AHR	list	164
p17338910	AHR	list	41
p17349560	AHR	list	53
p17349585	AHR	list	30
p17349613	AHR	list	22
m344006	AHRR	list	108
m344069	AHRR	list	153
m353878	AHRR	list	96
m353892	AHRR	list	140
m353898	AHRR	list	171
p344008	AHRR	list	84
p344030	AHRR	list	14
p344036	AHRR	list	34
p344042	AHRR	list	124
p353901	AHRR	list	134
m31583902	AIF1	list	166
m31584119	AIF1	list	145
m31584132	AIF1	list	103
m31584164	AIF1	list	69
m31584175	AIF1	list	99
p31583885	AIF1	list	7
p31583891	AIF1	list	78
p31584124	AIF1	list	93
p31584134	AIF1	list	101
p31584178	AIF1	list	97
m129299534	AIFM1	list	28
m129299540	AIFM1	list	195
m129299570	AIFM1	list	93
m129299604	AIFM1	list	136
m129299611	AIFM1	list	105
m129299616	AIFM1	list	74
m129299624	AIFM1	list	15
p129299543	AIFM1	list	102
p129299555	AIFM1	list	112
p129299590	AIFM1	list	181
m21322233	AIFM3	list	91
m21322251	AIFM3	list	145
m21322256	AIFM3	list	140
p21322217	AIFM3	list	126
p21322241	AIFM3	list	15
p21327593	AIFM3	list	145
p21327608	AIFM3	list	57
p21327615	AIFM3	list	12
p21327620	AIFM3	list	140
p21327632	AIFM3	list	173
m159038473	AIM2	list	138
m159043029	AIM2	list	185
m159043231	AIM2	list	185
m159043249	AIM2	list	124
m159043254	AIM2	list	188
m159043273	AIM2	list	66
p159038409	AIM2	list	68
p159038433	AIM2	list	173
p159038439	AIM2	list	120
p159043160	AIM2	list	151
m107249252	AIMP1	list	139
m107249322	AIMP1	list	151
p107246177	AIMP1	list	172
p107246187	AIMP1	list	26
p107246195	AIMP1	list	19
p107248680	AIMP1	list	25
p107249260	AIMP1	list	190
p107249309	AIMP1	list	164
p107252880	AIMP1	list	7
p107252893	AIMP1	list	200
m6049078	AIMP2	list	108
m6049122	AIMP2	list	64
m6054790	AIMP2	list	33
m6054868	AIMP2	list	169
m6054873	AIMP2	list	50
m6054890	AIMP2	list	178
p6049089	AIMP2	list	63
p6054842	AIMP2	list	28
p6054880	AIMP2	list	111
p6054904	AIMP2	list	36
m67250694	AIP	list	90
m67250706	AIP	list	56
m67254480	AIP	list	15
m67254487	AIP	list	199
p67250633	AIP	list	43
p67250641	AIP	list	72
p67250674	AIP	list	45
p67250685	AIP	list	9
p67250698	AIP	list	137
p67254471	AIP	list	54
m6330313	AIPL1	list	84
m6330344	AIPL1	list	46
m6338338	AIPL1	list	141
m6338394	AIPL1	list	75
m6338399	AIPL1	list	137
p6330316	AIPL1	list	142
p6330334	AIPL1	list	123
p6330346	AIPL1	list	46
p6338329	AIPL1	list	145
p6338403	AIPL1	list	124
m45705889	AIRE	list	186
m45705915	AIRE	list	35
m45705933	AIRE	list	186
m45705953	AIRE	list	175
m45705965	AIRE	list	72
m45705970	AIRE	list	131
p45705893	AIRE	list	130
p45705902	AIRE	list	167
p45705924	AIRE	list	161
p45705978	AIRE	list	178
m23443317	AJUBA	list	40
m23444242	AJUBA	list	152
p23444032	AJUBA	list	167
p23444066	AJUBA	list	192
p23444172	AJUBA	list	174
p23444189	AJUBA	list	163
p23444211	AJUBA	list	114
p23444249	AJUBA	list	179
p23444260	AJUBA	list	40
p23444268	AJUBA	list	164
m130635029	AK1	list	133
m130635058	AK1	list	105
m130635080	AK1	list	49
m130635113	AK1	list	10
m130635118	AK1	list	81
m130635125	AK1	list	190
m130636891	AK1	list	190
p130635084	AK1	list	86
p130635104	AK1	list	133
p130635302	AK1	list	141
m42866543	AKAP11	list	186
m42866626	AKAP11	list	93
m42871213	AKAP11	list	119
p42866552	AKAP11	list	179
p42866576	AKAP11	list	105
p42866591	AKAP11	list	99
p42866615	AKAP11	list	154
p42869820	AKAP11	list	179
p42869856	AKAP11	list	15
p42871182	AKAP11	list	182
m86182637	AKAP13	list	146
m86182668	AKAP13	list	123
m86189139	AKAP13	list	146
m86189152	AKAP13	list	43
p86182639	AKAP13	list	98
p86182658	AKAP13	list	80
p86189043	AKAP13	list	136
p86189050	AKAP13	list	61
p86189055	AKAP13	list	6
p86189142	AKAP13	list	135
m32902700	AKAP6	list	17
m32902730	AKAP6	list	45
m32902746	AKAP6	list	84
m32902753	AKAP6	list	104
m32902774	AKAP6	list	93
m32902781	AKAP6	list	114
p32902734	AKAP6	list	179
p32902755	AKAP6	list	191
p32902785	AKAP6	list	12
p32902791	AKAP6	list	101
m15484827	AKAP8	list	107
m15485415	AKAP8	list	65
m15485420	AKAP8	list	35
m15487788	AKAP8	list	156
m15490525	AKAP8	list	130
m15490534	AKAP8	list	110
p15484817	AKAP8	list	14
p15485402	AKAP8	list	76
p15487775	AKAP8	list	44
p15490514	AKAP8	list	83
m15514822	AKAP8L	list	18
m15514833	AKAP8L	list	41
m15521332	AKAP8L	list	70
m15521363	AKAP8L	list	48
m15521395	AKAP8L	list	114
m15529723	AKAP8L	list	177
p15521319	AKAP8L	list	18
p15521334	AKAP8L	list	175
p15521375	AKAP8L	list	100
p15529713	AKAP8L	list	5
m8932997	AKIP1	list	86
m8933040	AKIP1	list	6
m8933093	AKIP1	list	83
p8932989	AKIP1	list	70
p8933008	AKIP1	list	180
p8933042	AKIP1	list	64
p8933075	AKIP1	list	174
p8933082	AKIP1	list	109
p8933100	AKIP1	list	73
p8933113	AKIP1	list	95
m39457082	AKIRIN1	list	168
m39457182	AKIRIN1	list	136
m39457187	AKIRIN1	list	194
m39457213	AKIRIN1	list	34
m39457245	AKIRIN1	list	41
m39457261	AKIRIN1	list	67
p39457041	AKIRIN1	list	30
p39457072	AKIRIN1	list	99
p39457249	AKIRIN1	list	129
p39463866	AKIRIN1	list	40
m88411242	AKIRIN2	list	151
m88411311	AKIRIN2	list	82
m88411347	AKIRIN2	list	40
p88411231	AKIRIN2	list	133
p88411249	AKIRIN2	list	146
p88411262	AKIRIN2	list	23
p88411295	AKIRIN2	list	123
p88411316	AKIRIN2	list	191
p88411338	AKIRIN2	list	92
p88411381	AKIRIN2	list	58
m117143492	AKNA	list	72
m117143569	AKNA	list	149
m117143575	AKNA	list	132
m117143585	AKNA	list	19
p117143411	AKNA	list	117
p117143426	AKNA	list	27
p117143433	AKNA	list	196
p117143511	AKNA	list	30
p117143517	AKNA	list	183
p117143593	AKNA	list	200
m134136457	AKR1B1	list	114
m134136471	AKR1B1	list	15
m134143768	AKR1B1	list	131
p134136429	AKR1B1	list	32
p134136445	AKR1B1	list	26
p134136476	AKR1B1	list	121
p134143733	AKR1B1	list	196
p134143777	AKR1B1	list	90
p134143783	AKR1B1	list	133
p134143793	AKR1B1	list	161
m5136646	AKR1C3	list	182
m5136653	AKR1C3	list	113
m5138600	AKR1C3	list	51
m5138657	AKR1C3	list	143
m5139711	AKR1C3	list	111
m5139730	AKR1C3	list	54
p5136671	AKR1C3	list	41
p5138603	AKR1C3	list	122
p5139675	AKR1C3	list	108
p5139720	AKR1C3	list	171
m105246504	AKT1	list	191
m105246533	AKT1	list	176
m105258936	AKT1	list	184
m105258950	AKT1	list	40
m105258955	AKT1	list	168
m105258970	AKT1	list	80
p105246496	AKT1	list	175
p105246507	AKT1	list	179
p105246515	AKT1	list	197
p105258959	AKT1	list	124
m50376455	AKT1S1	list	56
m50376476	AKT1S1	list	159
m50376481	AKT1S1	list	168
m50376486	AKT1S1	list	69
m50376512	AKT1S1	list	85
m50376544	AKT1S1	list	97
p50376396	AKT1S1	list	60
p50376402	AKT1S1	list	187
p50376464	AKT1S1	list	175
p50376514	AKT1S1	list	168
m40761066	AKT2	list	188
m40761083	AKT2	list	172
m40761096	AKT2	list	149
m40761114	AKT2	list	151
p40761052	AKT2	list	98
p40761069	AKT2	list	29
p40761087	AKT2	list	123
p40761120	AKT2	list	83
p40761127	AKT2	list	98
p40761135	AKT2	list	108
m243828123	AKT3	list	14
m243858931	AKT3	list	186
m243858957	AKT3	list	196
m244006429	AKT3	list	100
m244006446	AKT3	list	88
p243828104	AKT3	list	68
p243828130	AKT3	list	88
p243828136	AKT3	list	173
p243858918	AKT3	list	173
p244006436	AKT3	list	78
m52233277	ALAS1	list	82
m52233303	ALAS1	list	158
m52233309	ALAS1	list	70
m52233391	ALAS1	list	42
m52233405	ALAS1	list	33
m52233442	ALAS1	list	110
m52233450	ALAS1	list	136
m52236543	ALAS1	list	24
m52236550	ALAS1	list	10
m52236560	ALAS1	list	118
m58287300	ALDH1A2	list	67
m58302848	ALDH1A2	list	103
m58302882	ALDH1A2	list	170
m58306069	ALDH1A2	list	111
m58306075	ALDH1A2	list	196
m58306081	ALDH1A2	list	170
m58306115	ALDH1A2	list	156
p58302835	ALDH1A2	list	68
p58302942	ALDH1A2	list	154
p58302952	ALDH1A2	list	160
m38395767	ALDH1B1	list	196
m38395780	ALDH1B1	list	91
m38395794	ALDH1B1	list	198
m38395806	ALDH1B1	list	45
m38395829	ALDH1B1	list	157
m38395850	ALDH1B1	list	132
m38395858	ALDH1B1	list	136
p38395738	ALDH1B1	list	147
p38395786	ALDH1B1	list	18
p38395891	ALDH1B1	list	67
m74541659	ALDH6A1	list	16
m74541690	ALDH6A1	list	169
m74541710	ALDH6A1	list	69
m74551051	ALDH6A1	list	167
m74551075	ALDH6A1	list	179
m74551081	ALDH6A1	list	153
p74541651	ALDH6A1	list	129
p74541669	ALDH6A1	list	4
p74541678	ALDH6A1	list	32
p74551039	ALDH6A1	list	186
m125919652	ALDH7A1	list	163
m125919666	ALDH7A1	list	8
m125928373	ALDH7A1	list	148
m125928414	ALDH7A1	list	91
m125930756	ALDH7A1	list	165
p125919619	ALDH7A1	list	198
p125919635	ALDH7A1	list	67
p125929055	ALDH7A1	list	171
p125929063	ALDH7A1	list	192
p125930758	ALDH7A1	list	129
m101984105	ALG2	list	10
m101984130	ALG2	list	136
m101984145	ALG2	list	53
m101984151	ALG2	list	87
m101984163	ALG2	list	122
m101984169	ALG2	list	59
p101984111	ALG2	list	46
p101984116	ALG2	list	141
p101984136	ALG2	list	38
p101984155	ALG2	list	67
m30143375	ALK	list	71
m30143457	ALK	list	104
m30143469	ALK	list	176
m30143504	ALK	list	159
m30143513	ALK	list	39
p30143383	ALK	list	57
p30143459	ALK	list	171
p30143472	ALK	list	171
p30143485	ALK	list	50
p30143495	ALK	list	87
m109530461	ALKBH2	list	138
m109530468	ALKBH2	list	56
m109530474	ALKBH2	list	182
m109530480	ALKBH2	list	186
m109530499	ALKBH2	list	113
m109530523	ALKBH2	list	164
m109530570	ALKBH2	list	84
m109530578	ALKBH2	list	196
p109530490	ALKBH2	list	56
p109530505	ALKBH2	list	59
m43904269	ALKBH3	list	89
m43904640	ALKBH3	list	150
m43904659	ALKBH3	list	51
m43904669	ALKBH3	list	161
m43904674	ALKBH3	list	68
m43904679	ALKBH3	list	189
p43904213	ALKBH3	list	141
p43904221	ALKBH3	list	186
p43904259	ALKBH3	list	117
p43904648	ALKBH3	list	179
m102100211	ALKBH4	list	129
m102100216	ALKBH4	list	123
m102105177	ALKBH4	list	43
m102105194	ALKBH4	list	115
m102105223	ALKBH4	list	14
m102105230	ALKBH4	list	169
p102100200	ALKBH4	list	156
p102105196	ALKBH4	list	114
p102105201	ALKBH4	list	37
p102105235	ALKBH4	list	28
m18087558	ALKBH5	list	198
m18087567	ALKBH5	list	79
m18087586	ALKBH5	list	117
m18087606	ALKBH5	list	12
m18087666	ALKBH5	list	95
m18087684	ALKBH5	list	36
m18087690	ALKBH5	list	165
p18087594	ALKBH5	list	89
p18087610	ALKBH5	list	82
p18087618	ALKBH5	list	113
m36504268	ALKBH6	list	125
m36504289	ALKBH6	list	149
m36504295	ALKBH6	list	30
m36504307	ALKBH6	list	49
m36505093	ALKBH6	list	175
p36503962	ALKBH6	list	142
p36504240	ALKBH6	list	68
p36504247	ALKBH6	list	112
p36504252	ALKBH6	list	83
p36504260	ALKBH6	list	161
m6372838	ALKBH7	list	149
m6372899	ALKBH7	list	200
m6372904	ALKBH7	list	65
p6372817	ALKBH7	list	94
p6372822	ALKBH7	list	58
p6372830	ALKBH7	list	8
p6372849	ALKBH7	list	46
p6372859	ALKBH7	list	115
p6372867	ALKBH7	list	63
p6372872	ALKBH7	list	177
m107427687	ALKBH8	list	47
m107427703	ALKBH8	list	139
m107427709	ALKBH8	list	68
m107431492	ALKBH8	list	43
m107431521	ALKBH8	list	144
m107431562	ALKBH8	list	199
p107427693	ALKBH8	list	77
p107431481	ALKBH8	list	166
p107431523	ALKBH8	list	56
p107431585	ALKBH8	list	200
p73612986	ALMS1	list	58
p73612997	ALMS1	list	146
p73613002	ALMS1	list	122
p73613010	ALMS1	list	16
p73613016	ALMS1	list	146
p73613022	ALMS1	list	145
p73613070	ALMS1	list	16
p73613097	ALMS1	list	30
p73613103	ALMS1	list	141
p73613109	ALMS1	list	34
m4542891	ALOX15	list	4
m4544819	ALOX15	list	141
m4544829	ALOX15	list	77
m4544856	ALOX15	list	96
m4544866	ALOX15	list	98
m4544885	ALOX15	list	59
m4544916	ALOX15	list	133
p4544871	ALOX15	list	81
p4544877	ALOX15	list	118
p4544889	ALOX15	list	193
m45869728	ALOX5	list	97
m45869733	ALOX5	list	169
m45869749	ALOX5	list	155
m45869755	ALOX5	list	49
m45869765	ALOX5	list	2
m45869776	ALOX5	list	104
p45869720	ALOX5	list	73
p45869736	ALOX5	list	6
p45869786	ALOX5	list	89
p45869792	ALOX5	list	191
m31309774	ALOX5AP	list	2
m31309782	ALOX5AP	list	116
m31309791	ALOX5AP	list	82
m31309807	ALOX5AP	list	120
m31318208	ALOX5AP	list	142
m31318235	ALOX5AP	list	131
p31309739	ALOX5AP	list	177
p31309756	ALOX5AP	list	79
p31318194	ALOX5AP	list	116
p31318219	ALOX5AP	list	111
m113299043	ALPK1	list	50
m113332981	ALPK1	list	177
m113332989	ALPK1	list	8
m113332998	ALPK1	list	6
m113333005	ALPK1	list	76
p113298998	ALPK1	list	176
p113299004	ALPK1	list	9
p113299032	ALPK1	list	27
p113332971	ALPK1	list	109
p113333008	ALPK1	list	115
m56274621	ALPK2	list	124
m56274632	ALPK2	list	56
m56274637	ALPK2	list	137
m56274656	ALPK2	list	187
m56278922	ALPK2	list	166
m56278965	ALPK2	list	191
m56279014	ALPK2	list	120
p56274642	ALPK2	list	19
p56278937	ALPK2	list	104
p56278947	ALPK2	list	148
p85360064	ALPK3	list	195
p85360069	ALPK3	list	70
p85360085	ALPK3	list	54
p85360100	ALPK3	list	35
p85360105	ALPK3	list	99
p85360110	ALPK3	list	57
p85360115	ALPK3	list	167
p85360126	ALPK3	list	153
p85360137	ALPK3	list	122
p85360143	ALPK3	list	3
m203806660	ALS2CR8	list	180
m203807528	ALS2CR8	list	140
m203807583	ALS2CR8	list	135
p203806646	ALS2CR8	list	85
p203806681	ALS2CR8	list	170
p203807463	ALS2CR8	list	15
p203807477	ALS2CR8	list	8
p203807555	ALS2CR8	list	184
p203807605	ALS2CR8	list	124
p203807647	ALS2CR8	list	87
m85674067	ALX1	list	44
m85674211	ALX1	list	172
m85674217	ALX1	list	172
m85674244	ALX1	list	118
p85674101	ALX1	list	12
p85674113	ALX1	list	13
p85674122	ALX1	list	10
p85674170	ALX1	list	46
p85674177	ALX1	list	15
p85674233	ALX1	list	127
m110613044	ALX3	list	142
m110613148	ALX3	list	157
m110613202	ALX3	list	199
p110613013	ALX3	list	33
p110613018	ALX3	list	58
p110613036	ALX3	list	160
p110613066	ALX3	list	62
p110613076	ALX3	list	117
p110613117	ALX3	list	5
p110613204	ALX3	list	11
m44331448	ALX4	list	136
m44331467	ALX4	list	99
m44331526	ALX4	list	96
m44331531	ALX4	list	153
m44331545	ALX4	list	116
m44331563	ALX4	list	128
m44331575	ALX4	list	199
p44331477	ALX4	list	149
p44331534	ALX4	list	15
p44331549	ALX4	list	153
m79849260	ALYREF	list	100
m79849270	ALYREF	list	175
m79849279	ALYREF	list	129
m79849373	ALYREF	list	121
m79849387	ALYREF	list	70
p79849252	ALYREF	list	21
p79849282	ALYREF	list	39
p79849423	ALYREF	list	33
p79849429	ALYREF	list	29
p79849436	ALYREF	list	50
m63413020	AMER1	list	168
m63413053	AMER1	list	116
m63413115	AMER1	list	152
m63413131	AMER1	list	93
p63412977	AMER1	list	25
p63413004	AMER1	list	16
p63413010	AMER1	list	156
p63413022	AMER1	list	121
p63413058	AMER1	list	188
p63413097	AMER1	list	12
m53817754	AMHR2	list	68
m53818078	AMHR2	list	170
m53818172	AMHR2	list	75
m53818183	AMHR2	list	55
m53818189	AMHR2	list	52
p53817703	AMHR2	list	119
p53817711	AMHR2	list	97
p53817741	AMHR2	list	14
p53818084	AMHR2	list	179
p53818136	AMHR2	list	48
m47472672	AMIGO2	list	130
m47472681	AMIGO2	list	34
m47472687	AMIGO2	list	52
m47472724	AMIGO2	list	139
m47472732	AMIGO2	list	32
m47472750	AMIGO2	list	17
p47472620	AMIGO2	list	11
p47472635	AMIGO2	list	4
p47472711	AMIGO2	list	73
p47472734	AMIGO2	list	72
m112058587	AMOT	list	189
m112058602	AMOT	list	130
m112058619	AMOT	list	164
m112058633	AMOT	list	148
m112058668	AMOT	list	20
p112058635	AMOT	list	151
p112058653	AMOT	list	91
p112058660	AMOT	list	11
p112058708	AMOT	list	182
p112058724	AMOT	list	82
m94501676	AMOTL1	list	35
m94501716	AMOTL1	list	178
m94528202	AMOTL1	list	98
m94528246	AMOTL1	list	195
p94501663	AMOTL1	list	30
p94501678	AMOTL1	list	42
p94501704	AMOTL1	list	170
p94528248	AMOTL1	list	111
p94528270	AMOTL1	list	124
p94528276	AMOTL1	list	187
m112596027	ANAPC1	list	150
m112601025	ANAPC1	list	44
m112605303	ANAPC1	list	198
m112620052	ANAPC1	list	48
m112638359	ANAPC1	list	27
p112592394	ANAPC1	list	186
p112615868	ANAPC1	list	15
p112621329	ANAPC1	list	121
p112621341	ANAPC1	list	74
p112625646	ANAPC1	list	15
m145916742	ANAPC10	list	41
m145985725	ANAPC10	list	150
m145985757	ANAPC10	list	127
m146002813	ANAPC10	list	168
p145916669	ANAPC10	list	2
p145916692	ANAPC10	list	148
p145985716	ANAPC10	list	120
p146002797	ANAPC10	list	23
p146017191	ANAPC10	list	112
p146017219	ANAPC10	list	147
m79852354	ANAPC11	list	80
m79852390	ANAPC11	list	37
p79852359	ANAPC11	list	6
p79852364	ANAPC11	list	20
p79852372	ANAPC11	list	186
p79852378	ANAPC11	list	10
p79852401	ANAPC11	list	106
p79852411	ANAPC11	list	16
p79852425	ANAPC11	list	100
p79857785	ANAPC11	list	32
m134197488	ANAPC13	list	52
m134201649	ANAPC13	list	42
m134201667	ANAPC13	list	2
m134201692	ANAPC13	list	127
m134201712	ANAPC13	list	10
m134201719	ANAPC13	list	2
p134197497	ANAPC13	list	31
p134197519	ANAPC13	list	157
p134197525	ANAPC13	list	98
p134201651	ANAPC13	list	18
m71821618	ANAPC15	list	6
m71821636	ANAPC15	list	52
m71822204	ANAPC15	list	65
m71822210	ANAPC15	list	82
m71822249	ANAPC15	list	1
m71822274	ANAPC15	list	46
p71821597	ANAPC15	list	79
p71821624	ANAPC15	list	172
p71822232	ANAPC15	list	95
p71822283	ANAPC15	list	10
m73983789	ANAPC16	list	125
m73992836	ANAPC16	list	20
p73983681	ANAPC16	list	97
p73983708	ANAPC16	list	66
p73983714	ANAPC16	list	134
p73983792	ANAPC16	list	128
p73992752	ANAPC16	list	190
p73992786	ANAPC16	list	154
p73992800	ANAPC16	list	21
p73992828	ANAPC16	list	63
m140082874	ANAPC2	list	184
m140082884	ANAPC2	list	16
m140082893	ANAPC2	list	28
m140082898	ANAPC2	list	4
m140082915	ANAPC2	list	121
m140082920	ANAPC2	list	35
m140082932	ANAPC2	list	107
m140082958	ANAPC2	list	20
m140082965	ANAPC2	list	32
m140082977	ANAPC2	list	42
m25379064	ANAPC4	list	69
m25379075	ANAPC4	list	92
m25379080	ANAPC4	list	141
m25379139	ANAPC4	list	99
m25379164	ANAPC4	list	4
p25379066	ANAPC4	list	50
p25379090	ANAPC4	list	51
p25379122	ANAPC4	list	35
p25379151	ANAPC4	list	4
p25379156	ANAPC4	list	143
m121783708	ANAPC5	list	18
m121783740	ANAPC5	list	140
m121783810	ANAPC5	list	31
m121784722	ANAPC5	list	28
m121784773	ANAPC5	list	11
m121784779	ANAPC5	list	101
m121784790	ANAPC5	list	74
p121783762	ANAPC5	list	151
p121783784	ANAPC5	list	7
p121784731	ANAPC5	list	44
m110841394	ANAPC7	list	3
m110841401	ANAPC7	list	2
m110841410	ANAPC7	list	11
m110841449	ANAPC7	list	60
p110834222	ANAPC7	list	44
p110841347	ANAPC7	list	15
p110841360	ANAPC7	list	38
p110841429	ANAPC7	list	53
p110841436	ANAPC7	list	193
p110841476	ANAPC7	list	165
m21161782	ANG	list	134
m21161790	ANG	list	107
m21161808	ANG	list	87
m21161824	ANG	list	154
m21161829	ANG	list	10
p21161710	ANG	list	115
p21161716	ANG	list	11
p21161743	ANG	list	149
p21161749	ANG	list	3
p21161835	ANG	list	155
m6420307	ANGPT2	list	5
m6420341	ANGPT2	list	161
m6420352	ANGPT2	list	97
m6420369	ANGPT2	list	11
m6420379	ANGPT2	list	62
m6420412	ANGPT2	list	178
p6420298	ANGPT2	list	188
p6420314	ANGPT2	list	11
p6420325	ANGPT2	list	11
p6420386	ANGPT2	list	14
m61898739	ANK3	list	18
m61898760	ANK3	list	73
m61898791	ANK3	list	11
m61898800	ANK3	list	42
m61898807	ANK3	list	67
m61898828	ANK3	list	72
p61898745	ANK3	list	59
p61898750	ANK3	list	40
p61898773	ANK3	list	53
p61898781	ANK3	list	137
m139781586	ANKHD1	list	81
m139781599	ANKHD1	list	101
m139781708	ANKHD1	list	43
p139781546	ANKHD1	list	20
p139781552	ANKHD1	list	146
p139781569	ANKHD1	list	67
p139781578	ANKHD1	list	135
p139781672	ANKHD1	list	175
p139781699	ANKHD1	list	3
p139781711	ANKHD1	list	95
m113258621	ANKK1	list	81
m113258648	ANKK1	list	199
m113258658	ANKK1	list	121
m113258686	ANKK1	list	161
p113258650	ANKK1	list	32
p113258668	ANKK1	list	69
p113258675	ANKK1	list	76
p113258689	ANKK1	list	151
p113258698	ANKK1	list	35
p113258703	ANKK1	list	74
m133338249	ANKLE2	list	45
m133338280	ANKLE2	list	150
m133338285	ANKLE2	list	122
m133338293	ANKLE2	list	184
m133338300	ANKLE2	list	59
m133338320	ANKLE2	list	128
m133338328	ANKLE2	list	188
m133338338	ANKLE2	list	170
m133338368	ANKLE2	list	180
p133338220	ANKLE2	list	155
m72858557	ANKRA2	list	183
m72858569	ANKRA2	list	14
m72858580	ANKRA2	list	43
m72858663	ANKRA2	list	110
m72858680	ANKRA2	list	182
