group_id	#_items_in_group	lo_value	FDR
BRF1	10	2.4737e-02	0.758349
MAP9	10	2.4737e-02	0.758349
TNK1	10	2.4737e-02	0.758349
CCDC124	10	2.4737e-02	0.758349
ARHGAP19	10	2.4737e-02	0.758349
NOLC1	10	2.4737e-02	0.758349
UNCX	10	2.4737e-02	0.758349
TOLLIP	10	2.4737e-02	0.758349
S100A6	10	2.4737e-02	0.758349
MAP3K19	10	2.4737e-02	0.758349
PRIM1	10	2.4737e-02	0.758349
S100A9	10	2.4737e-02	0.758349
ZNF488	10	2.4737e-02	0.758349
NSMCE1	10	2.4737e-02	0.758349
C2orf88	10	2.4737e-02	0.758349
HECW2	10	2.4737e-02	0.758349
KATNB1	10	2.4737e-02	0.758349
DDX41	10	2.4737e-02	0.758349
ZIC4	10	2.4737e-02	0.758349
PDGFRB	10	2.4737e-02	0.758349
BAG1	10	2.4737e-02	0.758349
KAT2A	10	2.4737e-02	0.758349
C16orf58	10	2.4737e-02	0.758349
FAM194B	10	2.4737e-02	0.758349
LPXN	10	2.4737e-02	0.758349
TRPM7	10	2.4737e-02	0.758349
KAT2B	10	2.4737e-02	0.758349
SETD2	10	2.4737e-02	0.758349
SETD1A	10	2.4737e-02	0.758349
NCAPD2	10	2.4737e-02	0.758349
FAM159A	10	2.4737e-02	0.758349
SFMBT2	10	2.4737e-02	0.758349
FAM161B	10	2.4737e-02	0.758349
KDM1A	10	2.4737e-02	0.758349
PDIK1L	10	2.4737e-02	0.758349
TXLNG	10	2.4737e-02	0.758349
C8orf37	10	2.4737e-02	0.758349
LSG1	10	2.4737e-02	0.758349
ZKSCAN7	10	2.4737e-02	0.758349
FAM198B	10	2.4737e-02	0.758349
MAP2K2	10	2.4737e-02	0.758349
KIAA0391	10	2.4737e-02	0.758349
RBFOX3	10	2.4737e-02	0.758349
UBE2W	10	2.4737e-02	0.758349
TREX1	10	2.4737e-02	0.758349
UBE3A	10	2.4737e-02	0.758349
HINFP	10	2.4737e-02	0.758349
MRPL41	10	2.4737e-02	0.758349
TPPP	10	2.4737e-02	0.758349
CAPS	10	2.4737e-02	0.758349
ASCC3	10	2.4737e-02	0.758349
ISL2	10	2.4737e-02	0.758349
ZNF324	10	2.4737e-02	0.758349
BRCA2	10	2.4737e-02	0.758349
ZNF324B	10	2.4737e-02	0.758349
ZFP3	10	2.4737e-02	0.758349
MAEL	10	2.4737e-02	0.758349
GID8	10	2.4737e-02	0.758349
NONO	10	2.4737e-02	0.758349
C4orf17	10	2.4737e-02	0.758349
ZNF362	10	2.4737e-02	0.758349
PPP1R12B	10	2.4737e-02	0.758349
HES4	10	2.4737e-02	0.758349
CAMK1	10	2.4737e-02	0.758349
WDR25	10	2.4737e-02	0.758349
PLXNA1	10	2.4737e-02	0.758349
CDK17	10	2.4737e-02	0.758349
AFAP1L2	10	2.4737e-02	0.758349
CLIC2	10	2.4737e-02	0.758349
ZNF79	10	2.4737e-02	0.758349
TMEM144	10	2.4737e-02	0.758349
CIDEC	10	2.4737e-02	0.758349
CDK9	10	2.4737e-02	0.758349
ICA1	10	2.4737e-02	0.758349
EFCAB13	10	2.4737e-02	0.758349
KIF4B	10	2.4737e-02	0.758349
ID1	10	2.4737e-02	0.758349
SPECC1	10	2.4737e-02	0.758349
MED12	10	2.4737e-02	0.758349
CLTCL1	10	2.4737e-02	0.758349
FASTK	10	2.4737e-02	0.758349
TMEM19	10	2.4737e-02	0.758349
TEX10	10	2.4737e-02	0.758349
PTBP2	10	2.4737e-02	0.758349
MLLT10	10	2.4737e-02	0.758349
CDC73	10	2.4737e-02	0.758349
FBXO43	10	2.4737e-02	0.758349
CLPX	10	2.4737e-02	0.758349
EBF1	10	2.4737e-02	0.758349
WDR75	10	2.4737e-02	0.758349
GSK3B	10	2.4737e-02	0.758349
CEP135	10	2.4737e-02	0.758349
FGR	10	2.4737e-02	0.758349
TMEM110	10	2.4737e-02	0.758349
ODF2	10	2.4737e-02	0.758349
WDR92	10	2.4737e-02	0.758349
AATK	10	2.4737e-02	0.758349
KLHL42	10	2.4737e-02	0.758349
SORBS1	10	2.4737e-02	0.758349
ACAD9	10	2.4737e-02	0.758349
KLHL21	10	2.4737e-02	0.758349
CHD7	10	2.4737e-02	0.758349
PITX3	10	2.4737e-02	0.758349
NPPA	10	2.4737e-02	0.758349
HSP90AA1	10	2.4737e-02	0.758349
FLT3	10	2.4737e-02	0.758349
RECQL4	10	2.4737e-02	0.758349
PSMA8	10	2.4737e-02	0.758349
THOC1	10	2.4737e-02	0.758349
FLCN	10	2.4737e-02	0.758349
WNK2	10	2.4737e-02	0.758349
CEBPA	10	2.4737e-02	0.758349
GTF2B	10	2.4737e-02	0.758349
CEBPB	10	2.4737e-02	0.758349
ERN2	10	2.4737e-02	0.758349
SMARCC1	10	2.4737e-02	0.758349
DUSP26	10	2.4737e-02	0.758349
CRTC2	10	2.4737e-02	0.758349
USP8	10	2.4737e-02	0.758349
CRK	10	2.4737e-02	0.758349
PRM2	10	2.4737e-02	0.758349
UXT	10	2.4737e-02	0.758349
C1orf192	10	2.4737e-02	0.758349
C1orf189	10	2.4737e-02	0.758349
LHPP	10	2.4737e-02	0.758349
PAK4	10	2.4737e-02	0.758349
NOL7	10	2.4737e-02	0.758349
CRYBA1	10	2.4737e-02	0.758349
CCDC28B	10	2.4737e-02	0.758349
ZNF616	10	2.4737e-02	0.758349
ZNF619	10	2.4737e-02	0.758349
RHOU	10	2.4737e-02	0.758349
GNAI1	10	2.4737e-02	0.758349
TMEM67	10	2.4737e-02	0.758349
TMEM55B	10	2.4737e-02	0.758349
SREBF1	10	2.4737e-02	0.758349
C16orf59	10	2.4737e-02	0.758349
GNL3L	10	2.4737e-02	0.758349
NPC1	10	2.4737e-02	0.758349
SMAD9	10	2.4737e-02	0.758349
ZBTB7B	10	2.4737e-02	0.758349
NLRP6	10	2.4737e-02	0.758349
ZNF70	10	2.4737e-02	0.758349
NUDT16	10	2.4737e-02	0.758349
CCDC86	10	2.4737e-02	0.758349
TCF7L1	10	2.4737e-02	0.758349
IL16	10	2.4737e-02	0.758349
SPIB	10	2.4737e-02	0.758349
TMEM194B	10	2.4737e-02	0.758349
ERCC4	10	2.4737e-02	0.758349
PNRC1	10	2.4737e-02	0.758349
ZNF708	10	2.4737e-02	0.758349
DYRK3	10	2.4737e-02	0.758349
RBPJ	10	2.4737e-02	0.758349
CPSF2	10	2.4737e-02	0.758349
FAM98A	10	2.4737e-02	0.758349
FAM96B	10	2.4737e-02	0.758349
TCF25	10	2.5135e-02	0.758349
MARVELD1	10	2.5135e-02	0.758349
BAP1	10	2.5135e-02	0.758349
RMI2	10	2.5135e-02	0.758349
XPO4	10	2.5135e-02	0.758349
ATP1A3	10	2.5135e-02	0.758349
RXRA	10	2.5135e-02	0.758349
KIAA0430	10	2.5135e-02	0.758349
GTPBP4	10	2.5135e-02	0.758349
CDK16	10	2.5135e-02	0.758349
ZMYND11	10	2.5135e-02	0.758349
TMEM38A	10	2.5135e-02	0.758349
EBNA1BP2	10	2.5135e-02	0.758349
TRIM5	10	2.5135e-02	0.758349
KIAA1731	10	2.5135e-02	0.758349
SGK494	10	2.5135e-02	0.758349
RANBP10	10	2.5189e-02	0.758349
RASSF1	10	2.5189e-02	0.758349
PRDX5	10	2.5189e-02	0.758349
DEK	10	2.5189e-02	0.758349
DBF4B	10	2.5189e-02	0.758349
KAT5	10	2.5189e-02	0.758349
ADCK5	10	2.5189e-02	0.758349
TMEM206	10	2.5189e-02	0.758349
HACE1	10	2.5620e-02	0.758349
BCOR	10	2.5620e-02	0.758349
NEK1	10	2.5620e-02	0.758349
PEX3	10	2.5620e-02	0.758349
WDR55	10	2.5620e-02	0.758349
FAM132A	10	2.5620e-02	0.758349
AHCTF1	10	2.5620e-02	0.758349
CHMP2B	10	2.5620e-02	0.758349
DMRT3	10	2.5620e-02	0.758349
ZNF330	10	2.5620e-02	0.758349
TPX2	10	2.5620e-02	0.758349
NUP93	10	2.5620e-02	0.758349
RBM28	10	2.5620e-02	0.758349
ZDHHC19	10	2.5620e-02	0.758349
PARP4	10	2.7881e-02	0.786180
HOXD9	10	2.7881e-02	0.786180
NBN	10	2.7881e-02	0.786180
KLHL20	10	2.7881e-02	0.786180
EQTN	10	2.7881e-02	0.786180
WNT10B	10	2.7881e-02	0.786180
SPATA24	10	2.7881e-02	0.786180
MED8	10	2.7881e-02	0.786180
SETD8	10	2.7881e-02	0.786180
RGS14	10	2.7881e-02	0.786180
ARL3	10	2.8601e-02	0.786180
ALOX5	10	2.8601e-02	0.786180
ISCU	10	2.8601e-02	0.786180
CDK19	10	2.8601e-02	0.786180
PRAME	10	2.8601e-02	0.786180
CXorf36	10	2.8601e-02	0.786180
STAG2	10	2.8601e-02	0.786180
PSMA3	10	2.8601e-02	0.786180
UBE2E3	10	2.8601e-02	0.786180
NTRK1	10	2.8601e-02	0.786180
FRG1	10	2.8601e-02	0.786180
CKAP5	10	2.8601e-02	0.786180
GTF2I	10	2.8601e-02	0.786180
CSTF1	10	2.8601e-02	0.786180
NAPRT1	10	2.8601e-02	0.786180
FCF1	10	2.8601e-02	0.786180
VPRBP	10	2.8601e-02	0.786180
MATR3	10	2.8601e-02	0.786180
ZNF596	10	2.8601e-02	0.786180
HRAS	10	2.8601e-02	0.786180
TAP2	10	2.8601e-02	0.786180
TGFB1	10	2.8601e-02	0.786180
MAP3K4	10	2.8601e-02	0.786180
IRAK4	10	2.8601e-02	0.786180
SMG5	10	2.8601e-02	0.786180
SPRTN	10	2.8601e-02	0.786180
ATRX	10	2.8601e-02	0.786180
BCAT1	10	2.8601e-02	0.786180
TUBGCP2	10	2.8601e-02	0.786180
TTC5	10	2.8601e-02	0.786180
SCML1	10	2.9223e-02	0.792009
WRAP53	10	2.9223e-02	0.792009
AIMP1	10	2.9223e-02	0.792009
NEIL3	10	2.9223e-02	0.792009
ACTR3	10	2.9223e-02	0.792009
PSMB6	10	2.9223e-02	0.792009
TCP1	10	2.9223e-02	0.792009
TCF12	10	2.9223e-02	0.792009
RPL24	23	2.9829e-02	0.801692
YLPM1	10	3.0369e-02	0.801692
DUSP3	10	3.0369e-02	0.801692
MPO	10	3.0369e-02	0.801692
POLR3B	10	3.0369e-02	0.801692
ZDHHC15	10	3.0369e-02	0.801692
MED24	10	3.0369e-02	0.801692
GMEB1	10	3.0369e-02	0.801692
TESK2	10	3.0369e-02	0.801692
ZXDB	10	3.0369e-02	0.801692
CEBPD	10	3.0369e-02	0.801692
UTP6	10	3.0369e-02	0.801692
DCTN2	10	3.0369e-02	0.801692
ZNF830	10	3.0369e-02	0.801692
TRIM71	10	3.0369e-02	0.801692
IDE	10	3.0822e-02	0.804658
KIAA1804	10	3.0822e-02	0.804658
C1orf131	10	3.0822e-02	0.804658
NLE1	10	3.0822e-02	0.804658
BRIX1	10	3.0822e-02	0.804658
LYRM4	10	3.0822e-02	0.804658
TFAP2C	10	3.0822e-02	0.804658
RPS27L	13	3.2038e-02	0.827364
RPS25	23	3.3296e-02	0.842525
TBP	10	3.3313e-02	0.842525
USP16	10	3.3313e-02	0.842525
IKZF3	10	3.3313e-02	0.842525
KLF8	10	3.3313e-02	0.842525
ZFAND2A	10	3.3313e-02	0.842525
TMEM98	10	3.3313e-02	0.842525
MKI67	10	3.3313e-02	0.842525
RPS6KB2	10	3.3313e-02	0.842525
GRK7	10	3.3313e-02	0.842525
DMRTB1	10	3.3313e-02	0.842525
RPS28	14	3.3736e-02	0.846439
PRPF4B	10	3.4112e-02	0.846439
RBM3	10	3.4112e-02	0.846439
C9orf156	10	3.4112e-02	0.846439
ZNF7	10	3.4112e-02	0.846439
RQCD1	10	3.4112e-02	0.846439
STON2	10	3.4112e-02	0.846439
DUSP7	10	3.4112e-02	0.846439
NOVA1	10	3.4112e-02	0.846439
C20orf111	10	3.4112e-02	0.846439
INTS4	10	3.4112e-02	0.846439
MCM10	10	3.4112e-02	0.846439
KIAA1704	10	3.4112e-02	0.846439
GPS2	10	3.6153e-02	0.868250
ZFP91	10	3.6153e-02	0.868250
LPIN3	10	3.6153e-02	0.868250
FBXO22	10	3.6153e-02	0.868250
HOXB2	10	3.6153e-02	0.868250
YAF2	10	3.6153e-02	0.868250
PNISR	10	3.6153e-02	0.868250
C2orf49	10	3.6153e-02	0.868250
PAXIP1	10	3.6153e-02	0.868250
HMGXB3	10	3.6153e-02	0.868250
HDAC1	10	3.6153e-02	0.868250
SMEK2	10	3.6153e-02	0.868250
MGRN1	10	3.6153e-02	0.868250
PLK2	10	3.6153e-02	0.868250
DNMT3A	10	3.6153e-02	0.868250
POLR2G	10	3.6153e-02	0.868250
APOBEC1	10	3.7594e-02	0.868460
CSTB	10	3.7594e-02	0.868460
MEIOB	10	3.7594e-02	0.868460
NACC1	10	3.7594e-02	0.868460
CHP1	10	3.7594e-02	0.868460
DCP1A	10	3.7594e-02	0.868460
RARS	10	3.7594e-02	0.868460
CPNE1	10	3.7594e-02	0.868460
ZNF668	10	3.7594e-02	0.868460
JAK1	10	3.7594e-02	0.868460
ITGAM	10	3.7594e-02	0.868460
PARP10	10	3.7594e-02	0.868460
RRM2B	10	3.7594e-02	0.868460
PRPF31	10	3.7594e-02	0.868460
ACTN1	10	3.7594e-02	0.868460
ARID3B	10	3.7594e-02	0.868460
OIP5	10	3.7638e-02	0.868460
GLYR1	10	3.7638e-02	0.868460
SATB1	10	3.7638e-02	0.868460
FAM102B	10	3.7638e-02	0.868460
GATAD2B	10	3.7638e-02	0.868460
ARHGAP39	10	3.7638e-02	0.868460
KIAA0020	10	3.7638e-02	0.868460
CSNK1D	10	3.7638e-02	0.868460
RIF1	10	3.7638e-02	0.868460
KPTN	10	3.7638e-02	0.868460
TNPO3	10	3.7638e-02	0.868460
RPL8	67	3.8709e-02	0.868460
PPAT	10	3.9520e-02	0.868460
SKA2	10	3.9520e-02	0.868460
IKBKG	10	3.9520e-02	0.868460
RUNX3	10	3.9520e-02	0.868460
DICER1	10	3.9520e-02	0.868460
CSRNP1	10	3.9520e-02	0.868460
NAP1L4	10	3.9520e-02	0.868460
MAST4	10	3.9520e-02	0.868460
TMEM63C	10	3.9520e-02	0.868460
EPHB1	10	3.9520e-02	0.868460
ZNF496	10	3.9520e-02	0.868460
REXO4	10	3.9520e-02	0.868460
DNA2	10	3.9520e-02	0.868460
WDR3	10	3.9520e-02	0.868460
KLK10	10	3.9520e-02	0.868460
FOSL1	10	3.9520e-02	0.868460
NDUFA13	10	3.9520e-02	0.868460
SRRM1	10	3.9520e-02	0.868460
TUBG1	10	3.9520e-02	0.868460
EIF6	10	3.9520e-02	0.868460
TTLL5	10	3.9520e-02	0.868460
STK17B	10	3.9520e-02	0.868460
MCM7	10	3.9520e-02	0.868460
CUL2	10	3.9520e-02	0.868460
KLHL4	10	3.9520e-02	0.868460
ABI1	10	3.9520e-02	0.868460
OSR2	10	3.9520e-02	0.868460
ZNF461	10	3.9520e-02	0.868460
FAM212B	10	3.9520e-02	0.868460
KIAA0907	10	3.9520e-02	0.868460
CCDC97	10	3.9520e-02	0.868460
MSL1	10	3.9520e-02	0.868460
NUF2	10	3.9520e-02	0.868460
ZNF302	10	3.9520e-02	0.868460
TOPORS	10	3.9520e-02	0.868460
RPS6KL1	10	3.9520e-02	0.868460
BAHD1	10	3.9520e-02	0.868460
CHAF1B	10	3.9520e-02	0.868460
VPS9D1	10	3.9520e-02	0.868460
TMEM240	10	3.9520e-02	0.868460
SLC9A3R2	10	3.9520e-02	0.868460
POGK	10	4.1424e-02	0.879095
ZBED3	10	4.1424e-02	0.879095
RGS2	10	4.1424e-02	0.879095
FAM131C	10	4.1424e-02	0.879095
PIK3C2A	10	4.1424e-02	0.879095
PTTG1IP	10	4.1424e-02	0.879095
CCNB1IP1	10	4.1424e-02	0.879095
CDX2	10	4.1424e-02	0.879095
BRD4	10	4.1424e-02	0.879095
ZC3HAV1	10	4.1424e-02	0.879095
INTS8	10	4.1424e-02	0.879095
CCDC178	10	4.1424e-02	0.879095
NFE2L2	10	4.1424e-02	0.879095
FAM221B	10	4.1424e-02	0.879095
TAF6	10	4.1424e-02	0.879095
DIS3	10	4.1424e-02	0.879095
NGFR	10	4.1424e-02	0.879095
NDOR1	10	4.1424e-02	0.879095
CCT2	10	4.1424e-02	0.879095
GCM1	10	4.2030e-02	0.879095
MACROD1	10	4.2030e-02	0.879095
C20orf78	10	4.2030e-02	0.879095
STK32A	10	4.2030e-02	0.879095
JAK3	10	4.2030e-02	0.879095
TCEB2	10	4.2030e-02	0.879095
TJP2	10	4.2030e-02	0.879095
POU3F2	10	4.2030e-02	0.879095
FIBP	10	4.2030e-02	0.879095
CYLD	10	4.2030e-02	0.879095
PKD1	10	4.2030e-02	0.879095
NFE2L3	10	4.2030e-02	0.879095
RPS10	38	4.2271e-02	0.879095
ERCC3	10	4.2785e-02	0.879095
ZBTB5	10	4.2785e-02	0.879095
KIAA1715	10	4.2785e-02	0.879095
C12orf49	10	4.2785e-02	0.879095
CHTF18	10	4.2785e-02	0.879095
HUNK	10	4.2785e-02	0.879095
MTF2	10	4.2785e-02	0.879095
ARID1A	10	4.2785e-02	0.879095
NPM2	10	4.2785e-02	0.879095
CERS6	10	4.2785e-02	0.879095
MGA	10	4.2785e-02	0.879095
EIF1AD	10	4.2785e-02	0.879095
MYO3A	10	4.2785e-02	0.879095
HNRNPK	10	4.2785e-02	0.879095
API5	10	4.2785e-02	0.879095
HOXD13	10	4.2785e-02	0.879095
ACTL6A	10	4.2785e-02	0.879095
PPP4R2	10	4.2785e-02	0.879095
CNTROB	10	4.2785e-02	0.879095
ACTL6B	10	4.2785e-02	0.879095
RPS2	61	4.4540e-02	0.906713
C19orf25	10	4.5411e-02	0.910494
RARA	10	4.5411e-02	0.910494
C1orf56	10	4.5411e-02	0.910494
ZNF777	10	4.5411e-02	0.910494
TMEM30A	10	4.5411e-02	0.910494
FANCG	10	4.5411e-02	0.910494
ANKRD11	10	4.5411e-02	0.910494
EDF1	10	4.5411e-02	0.910494
PADI3	10	4.5411e-02	0.910494
CHMP1A	10	4.5411e-02	0.910494
SERTAD1	10	4.5411e-02	0.910494
ETS2	10	4.5411e-02	0.910494
PDX1	10	4.6971e-02	0.919635
TMEM151A	10	4.6971e-02	0.919635
KIF15	10	4.6971e-02	0.919635
ACTR5	10	4.6971e-02	0.919635
ZCCHC7	10	4.6971e-02	0.919635
KAT7	10	4.6971e-02	0.919635
MTG1	10	4.6971e-02	0.919635
ZC3H12A	10	4.6971e-02	0.919635
TMEM97	10	4.6971e-02	0.919635
TMEM9B	10	4.6971e-02	0.919635
ZNF223	10	4.6971e-02	0.919635
ATF7IP	10	4.6971e-02	0.919635
KIAA0226L	10	4.6971e-02	0.919635
DNAJB4	10	4.6971e-02	0.919635
TMEM109	10	4.6971e-02	0.919635
SACS	10	4.6971e-02	0.919635
MAP3K1	10	4.6971e-02	0.919635
WNK4	10	4.6971e-02	0.919635
NDUFB6	10	4.6971e-02	0.919635
RPL3L	94	4.7149e-02	0.921690
RPL29	37	4.8746e-02	0.932599
BRCA1	10	4.9545e-02	0.932599
PAFAH1B1	10	4.9545e-02	0.932599
MST1R	10	4.9545e-02	0.932599
MAD2L2	10	4.9545e-02	0.932599
CCNF	10	4.9545e-02	0.932599
CECR2	10	4.9545e-02	0.932599
ATP5A1	10	4.9545e-02	0.932599
ZMYND10	10	4.9545e-02	0.932599
PHF15	10	4.9545e-02	0.932599
ANKRD49	10	4.9545e-02	0.932599
WRB	10	4.9545e-02	0.932599
LOC730183	10	4.9814e-02	0.932599
CLU	10	4.9814e-02	0.932599
PIK3R4	10	4.9814e-02	0.932599
EEF1D	10	4.9814e-02	0.932599
BRD3	10	4.9814e-02	0.932599
PTAFR	10	4.9814e-02	0.932599
ERBB2	10	4.9814e-02	0.932599
BABAM1	10	4.9814e-02	0.932599
ASNA1	10	4.9814e-02	0.932599
MBD2	10	4.9814e-02	0.932599
TBX3	10	4.9814e-02	0.932599
ZNF720	10	4.9814e-02	0.932599
EGLN2	10	4.9814e-02	0.932599
CIAPIN1	10	4.9814e-02	0.932599
AKAP8L	10	4.9814e-02	0.932599
MSH3	10	4.9814e-02	0.932599
PDGFC	10	4.9814e-02	0.932599
PLAGL2	10	4.9814e-02	0.932599
FEZF1	10	4.9814e-02	0.932599
ARX	10	4.9814e-02	0.932599
DNASE1	10	4.9814e-02	0.932599
ZNF608	10	4.9814e-02	0.932599
MAFB	10	4.9814e-02	0.932599
ZNF638	10	4.9814e-02	0.932599
RPL36AL	19	4.9906e-02	0.933157
RPL26L1	24	5.0846e-02	0.933336
EED	10	5.1710e-02	0.933336
SYCP1	10	5.1710e-02	0.933336
NMNAT2	10	5.1710e-02	0.933336
CAB39	10	5.1710e-02	0.933336
HIF1AN	10	5.1710e-02	0.933336
C11orf68	10	5.1710e-02	0.933336
MAP2K7	10	5.1710e-02	0.933336
RNF11	10	5.1710e-02	0.933336
C3orf70	10	5.1710e-02	0.933336
ZNF75A	10	5.1710e-02	0.933336
NPLOC4	10	5.1710e-02	0.933336
FAM76A	10	5.1710e-02	0.933336
TEX19	10	5.1710e-02	0.933336
GCK	10	5.1710e-02	0.933336
ACTR8	10	5.1710e-02	0.933336
MDFIC	10	5.1710e-02	0.933336
CELF2	10	5.1710e-02	0.933336
CROCC	10	5.1710e-02	0.933336
USP21	10	5.1710e-02	0.933336
COMMD6	10	5.1710e-02	0.933336
IK	10	5.1710e-02	0.933336
PEAK1	10	5.1710e-02	0.933336
ZDHHC24	10	5.1710e-02	0.933336
NRIP1	10	5.1710e-02	0.933336
SUPT16H	10	5.1710e-02	0.933336
ROPN1B	10	5.1710e-02	0.933336
S100PBP	10	5.1710e-02	0.933336
POLR3C	10	5.1710e-02	0.933336
KIAA1239	10	5.1710e-02	0.933336
PRPF40B	10	5.1710e-02	0.933336
HNF4G	10	5.1710e-02	0.933336
ZNF527	10	5.1710e-02	0.933336
ZNHIT2	10	5.2327e-02	0.934321
CENPE	10	5.2327e-02	0.934321
HRSP12	10	5.2327e-02	0.934321
PDCD5	10	5.2327e-02	0.934321
SYNE3	10	5.2327e-02	0.934321
MED27	10	5.2327e-02	0.934321
CDC14A	10	5.2327e-02	0.934321
CCDC111	10	5.2327e-02	0.934321
FERMT2	10	5.2327e-02	0.934321
C11orf21	10	5.2327e-02	0.934321
MAP4K1	10	5.4027e-02	0.943523
C22orf26	10	5.4027e-02	0.943523
C2orf57	10	5.4027e-02	0.943523
NR3C2	10	5.4027e-02	0.943523
VEZT	10	5.4027e-02	0.943523
ZBTB44	10	5.4027e-02	0.943523
KIAA1147	10	5.4027e-02	0.943523
LIMK1	10	5.4027e-02	0.943523
PYHIN1	10	5.4027e-02	0.943523
ZNF565	10	5.4027e-02	0.943523
POU2F2	10	5.4027e-02	0.943523
RNASEH2A	10	5.4027e-02	0.943523
NFX1	10	5.4027e-02	0.943523
NOB1	10	5.4027e-02	0.943523
EFTUD2	10	5.4027e-02	0.943523
BAZ1A	10	5.4027e-02	0.943523
C4orf27	10	5.4027e-02	0.943523
FAM208A	10	5.4027e-02	0.943523
EIF3A	10	5.4027e-02	0.943523
HESX1	10	5.4027e-02	0.943523
RPS23	23	5.5983e-02	0.945388
MAPK15	10	5.7155e-02	0.945388
RIPK3	10	5.7155e-02	0.945388
HOXC13	10	5.7155e-02	0.945388
LGALS12	10	5.7155e-02	0.945388
EHHADH	10	5.7155e-02	0.945388
PNPT1	10	5.7155e-02	0.945388
TESC	10	5.7155e-02	0.945388
PRPF38B	10	5.7155e-02	0.945388
CDK5RAP2	10	5.7155e-02	0.945388
MLF1IP	10	5.7954e-02	0.945388
STAMBP	10	5.7954e-02	0.945388
NOTCH1	10	5.7954e-02	0.945388
LBR	10	5.7954e-02	0.945388
ZFHX4	10	5.7954e-02	0.945388
THBS1	10	5.7954e-02	0.945388
NR2E3	10	5.7954e-02	0.945388
MSC	10	5.7954e-02	0.945388
NSMF	10	5.8639e-02	0.945388
GAK	10	5.8639e-02	0.945388
SQSTM1	10	5.8639e-02	0.945388
FAM71B	10	5.8639e-02	0.945388
LIN54	10	5.8639e-02	0.945388
CCDC22	10	5.8639e-02	0.945388
RBM5	10	5.8639e-02	0.945388
MEF2C	10	5.8639e-02	0.945388
TEN1	10	5.8639e-02	0.945388
C8orf4	10	5.8639e-02	0.945388
CCDC101	10	5.8639e-02	0.945388
TOPBP1	10	5.8639e-02	0.945388
RPL36A	23	5.9482e-02	0.945388
RPS3	54	6.2066e-02	0.945388
FOSL2	10	6.3786e-02	0.945388
PURG	10	6.3786e-02	0.945388
SKOR1	10	6.3786e-02	0.945388
RNPS1	10	6.3786e-02	0.945388
FRA10AC1	10	6.3786e-02	0.945388
C20orf96	10	6.3786e-02	0.945388
PAF1	10	6.3786e-02	0.945388
C1orf112	10	6.3786e-02	0.945388
WDR35	10	6.3786e-02	0.945388
ANAPC1	10	6.3786e-02	0.945388
IKBKB	10	6.3786e-02	0.945388
CD2BP2	10	6.3786e-02	0.945388
TMEM87B	10	6.3786e-02	0.945388
TPT1	10	6.3786e-02	0.945388
PRDM9	10	6.3786e-02	0.945388
LBH	10	6.3786e-02	0.945388
LOC81691	10	6.3786e-02	0.945388
BOP1	10	6.3786e-02	0.945388
BRSK1	10	6.3786e-02	0.945388
PCBD1	10	6.3786e-02	0.945388
NARF	10	6.3786e-02	0.945388
CDV3	10	6.3823e-02	0.945388
HNRNPL	10	6.3823e-02	0.945388
ZNF415	10	6.3823e-02	0.945388
C10orf99	10	6.3823e-02	0.945388
ESR1	10	6.3823e-02	0.945388
ERBB3	10	6.3823e-02	0.945388
HAUS1	10	6.3823e-02	0.945388
MED10	10	6.3823e-02	0.945388
NOS2	10	6.3823e-02	0.945388
BUB1	10	6.3823e-02	0.945388
PSIP1	10	6.4858e-02	0.945388
ELP2	10	6.4858e-02	0.945388
C14orf28	10	6.4858e-02	0.945388
GPR110	10	6.4858e-02	0.945388
NSL1	10	6.4858e-02	0.945388
MAPRE3	10	6.4858e-02	0.945388
SERPINB9	10	6.4858e-02	0.945388
ZNF182	10	6.4858e-02	0.945388
PLEKHO1	10	6.4858e-02	0.945388
SOX10	10	6.4858e-02	0.945388
EID2B	10	6.4858e-02	0.945388
EPHA2	10	6.4858e-02	0.945388
EXOSC5	10	6.4858e-02	0.945388
TIGD5	10	6.4858e-02	0.945388
HOPX	10	6.4858e-02	0.945388
CLSPN	10	6.4858e-02	0.945388
GINS4	10	6.4858e-02	0.945388
GEN1	10	6.4858e-02	0.945388
C12orf44	10	6.4858e-02	0.945388
FAM57A	10	6.4858e-02	0.945388
BIRC6	10	6.4858e-02	0.945388
HOXC11	10	6.4858e-02	0.945388
PIN1	10	6.4858e-02	0.945388
EGR1	10	6.4858e-02	0.945388
THEG	10	6.4858e-02	0.945388
NOC4L	10	6.4858e-02	0.945388
FOXR1	10	6.4858e-02	0.945388
DUSP10	10	6.4858e-02	0.945388
TARDBP	10	6.4858e-02	0.945388
UACA	10	6.4858e-02	0.945388
KIAA0101	10	6.4858e-02	0.945388
POLR3A	10	6.4858e-02	0.945388
DCTN3	10	6.4858e-02	0.945388
SSNA1	10	6.4858e-02	0.945388
ZNF44	10	6.4858e-02	0.945388
RP9	10	6.4858e-02	0.945388
TP73	10	6.4858e-02	0.945388
PTTG1	10	6.4858e-02	0.945388
SP100	10	6.4858e-02	0.945388
RRAGB	10	6.4858e-02	0.945388
PSMD4	10	6.4858e-02	0.945388
MRPS14	10	6.4858e-02	0.945388
ACAT2	10	6.4858e-02	0.945388
ZBTB4	10	6.5630e-02	0.945388
TSPYL2	10	6.5630e-02	0.945388
ZNHIT1	10	6.5630e-02	0.945388
RIPK1	10	6.5630e-02	0.945388
SNURF	10	6.5630e-02	0.945388
